locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_05227	CDS	399				hypothetical protein
OPPBIMDH_05228	CDS	1515				hypothetical protein
OPPBIMDH_05229	CDS	741				hypothetical protein
OPPBIMDH_05230	CDS	2628				hypothetical protein
OPPBIMDH_05231	CDS	996				hypothetical protein
OPPBIMDH_05232	CDS	1155				hypothetical protein
OPPBIMDH_05233	CDS	2337				hypothetical protein
OPPBIMDH_05234	CDS	801	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
OPPBIMDH_05235	CDS	975		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
OPPBIMDH_05236	CDS	1212				hypothetical protein
OPPBIMDH_05237	CDS	873				hypothetical protein
OPPBIMDH_05238	CDS	672				hypothetical protein
OPPBIMDH_05239	CDS	882				hypothetical protein
OPPBIMDH_05240	CDS	690				hypothetical protein
OPPBIMDH_05241	CDS	2907				hypothetical protein
OPPBIMDH_05242	CDS	756				hypothetical protein
OPPBIMDH_05243	CDS	1494	bglA_1	3.2.1.21	COG2723	Beta-glucosidase A
OPPBIMDH_05244	CDS	423			COG2018	Serine protease inhibitor
OPPBIMDH_05245	CDS	2571				hypothetical protein
OPPBIMDH_05246	CDS	1371	xylB_4	2.7.1.17		Xylulose kinase
OPPBIMDH_05247	CDS	1920	menF_2	5.4.4.2		Isochorismate synthase MenF
OPPBIMDH_05248	CDS	618		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
OPPBIMDH_05249	CDS	492				hypothetical protein
OPPBIMDH_05250	CDS	1104				hypothetical protein
OPPBIMDH_05251	CDS	1209	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
OPPBIMDH_05252	CDS	837	sugB_2		COG0395	Trehalose transport system permease protein SugB
OPPBIMDH_05253	CDS	1002	sugA		COG1175	Trehalose transport system permease protein SugA
OPPBIMDH_05254	CDS	1284	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
OPPBIMDH_05255	CDS	432				hypothetical protein
OPPBIMDH_05256	CDS	276				hypothetical protein
OPPBIMDH_05257	CDS	267				hypothetical protein
OPPBIMDH_05258	CDS	702				hypothetical protein
OPPBIMDH_05259	CDS	786				hypothetical protein
OPPBIMDH_05260	CDS	699	gph_10	3.1.3.18		Phosphoglycolate phosphatase
OPPBIMDH_05261	CDS	1266				hypothetical protein
OPPBIMDH_05262	CDS	2721				hypothetical protein
OPPBIMDH_05263	CDS	1944				hypothetical protein
OPPBIMDH_05264	CDS	1401		2.4.1.11	COG0438	Glycogen synthase
OPPBIMDH_05265	tRNA	78				tRNA-Arg(ccg)
OPPBIMDH_05266	CDS	810				hypothetical protein
OPPBIMDH_05267	CDS	486				hypothetical protein
OPPBIMDH_05268	CDS	1047	ccpA_8		COG1609	Catabolite control protein A
OPPBIMDH_05269	CDS	1605				hypothetical protein
OPPBIMDH_05270	CDS	1284				hypothetical protein
OPPBIMDH_05271	CDS	948	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
OPPBIMDH_05272	CDS	843	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
OPPBIMDH_05273	CDS	921	mak	2.7.1.4	COG1940	Fructokinase
OPPBIMDH_05274	CDS	714	nanE_2	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
OPPBIMDH_05275	CDS	1644				hypothetical protein
OPPBIMDH_05276	CDS	717				hypothetical protein
OPPBIMDH_05277	CDS	333				hypothetical protein
OPPBIMDH_05278	CDS	594	nboR	1.1.1.328		Nicotine blue oxidoreductase
OPPBIMDH_05279	CDS	1659				hypothetical protein
OPPBIMDH_05280	CDS	951	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
OPPBIMDH_05281	CDS	942	ngcF_2		COG1175	Diacetylchitobiose uptake system permease protein NgcF
OPPBIMDH_05282	CDS	1413	ngcE_1			Diacetylchitobiose binding protein NgcE
OPPBIMDH_05283	CDS	750				hypothetical protein
OPPBIMDH_05284	CDS	948	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
OPPBIMDH_05285	CDS	999				hypothetical protein
OPPBIMDH_05286	CDS	657				hypothetical protein
OPPBIMDH_05287	CDS	906	ngcG_3		COG0395	Diacetylchitobiose uptake system permease protein NgcG
OPPBIMDH_05288	CDS	909	ngcF_3		COG1175	Diacetylchitobiose uptake system permease protein NgcF
OPPBIMDH_05289	CDS	1416	ngcE_2			Diacetylchitobiose binding protein NgcE
OPPBIMDH_05290	CDS	1443				hypothetical protein
OPPBIMDH_05291	CDS	1296	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
OPPBIMDH_05292	CDS	963				hypothetical protein
OPPBIMDH_05293	CDS	687				hypothetical protein
OPPBIMDH_05294	CDS	756				hypothetical protein
OPPBIMDH_05295	CDS	630				hypothetical protein
OPPBIMDH_05296	CDS	606				hypothetical protein
OPPBIMDH_05297	CDS	1347	murD2	6.3.2.53	COG0771	UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
OPPBIMDH_05298	CDS	1326	murL	5.1.1.23		UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
OPPBIMDH_05299	CDS	1806				hypothetical protein
OPPBIMDH_05300	CDS	1488	argG_2	6.3.4.5		Argininosuccinate synthase
OPPBIMDH_05301	CDS	810	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OPPBIMDH_05302	CDS	1833	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
OPPBIMDH_05303	CDS	561	yyaP_4		COG0262	putative protein YyaP
OPPBIMDH_05304	CDS	636	tmk_3	2.7.4.9		Thymidylate kinase
OPPBIMDH_05305	CDS	2220	pbpG_2		COG0744	Penicillin-binding protein 2D
OPPBIMDH_05306	CDS	804				hypothetical protein
OPPBIMDH_05307	CDS	1107				hypothetical protein
OPPBIMDH_05308	CDS	474				hypothetical protein
OPPBIMDH_05309	CDS	1311				hypothetical protein
OPPBIMDH_05310	CDS	813				hypothetical protein
OPPBIMDH_05311	CDS	795				hypothetical protein
OPPBIMDH_05312	CDS	780	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
OPPBIMDH_05313	CDS	1032	hemH	4.99.1.1	COG0276	Ferrochelatase
OPPBIMDH_05314	CDS	768	inhA	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
OPPBIMDH_05315	CDS	705	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
OPPBIMDH_05316	CDS	951				hypothetical protein
OPPBIMDH_05317	CDS	939			COG1721	putative protein
OPPBIMDH_05318	CDS	1107				hypothetical protein
OPPBIMDH_05319	CDS	210				hypothetical protein
OPPBIMDH_05320	CDS	528				hypothetical protein
OPPBIMDH_05321	CDS	1731				hypothetical protein
OPPBIMDH_05322	CDS	1071				hypothetical protein
OPPBIMDH_05323	CDS	405				hypothetical protein
OPPBIMDH_05324	CDS	828				hypothetical protein
OPPBIMDH_05325	CDS	903				hypothetical protein
OPPBIMDH_05326	CDS	501				hypothetical protein
OPPBIMDH_05327	CDS	1227	bcr_2			Bicyclomycin resistance protein
OPPBIMDH_05328	CDS	180				hypothetical protein
OPPBIMDH_05329	CDS	930	scrK	2.7.1.4	COG0524	Fructokinase
OPPBIMDH_05330	CDS	1128		1.14.99.54		Lytic cellulose monooxygenase
OPPBIMDH_05331	CDS	2004	asnB_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
OPPBIMDH_05332	CDS	1476	pepPI_2	3.4.11.9		Xaa-Pro aminopeptidase 1
OPPBIMDH_05333	CDS	1761				hypothetical protein
OPPBIMDH_05334	CDS	1890				hypothetical protein
OPPBIMDH_05335	CDS	5496	glgX_2	3.2.1.196		Glycogen debranching enzyme
OPPBIMDH_05336	CDS	687				hypothetical protein
OPPBIMDH_05337	CDS	600				hypothetical protein
OPPBIMDH_05338	CDS	654				hypothetical protein
OPPBIMDH_05339	CDS	1512				hypothetical protein
OPPBIMDH_05340	CDS	390				hypothetical protein
OPPBIMDH_05341	CDS	789				hypothetical protein
OPPBIMDH_05342	CDS	174				hypothetical protein
OPPBIMDH_05343	CDS	807				hypothetical protein
OPPBIMDH_05344	CDS	654			COG0586	putative membrane protein
OPPBIMDH_05345	CDS	357				hypothetical protein
OPPBIMDH_05346	CDS	2871	acnA	4.2.1.3	COG1048	Aconitate hydratase A
OPPBIMDH_05347	CDS	315				hypothetical protein
OPPBIMDH_05348	CDS	768				hypothetical protein
OPPBIMDH_05349	CDS	186				hypothetical protein
OPPBIMDH_05350	CDS	516		2.3.1.-	COG1670	Acetyltransferase
OPPBIMDH_05351	CDS	960				hypothetical protein
OPPBIMDH_05352	CDS	207				hypothetical protein
OPPBIMDH_05353	CDS	231				hypothetical protein
OPPBIMDH_05354	CDS	702				hypothetical protein
OPPBIMDH_05355	CDS	405				hypothetical protein
OPPBIMDH_05356	CDS	477				hypothetical protein
OPPBIMDH_05357	CDS	780				hypothetical protein
OPPBIMDH_05358	CDS	732				hypothetical protein
OPPBIMDH_05359	CDS	849	hcaR_2			Hca operon transcriptional activator HcaR
OPPBIMDH_05360	CDS	483	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
OPPBIMDH_05361	CDS	609				hypothetical protein
OPPBIMDH_05362	CDS	390				hypothetical protein
OPPBIMDH_05363	CDS	426			COG2018	Serine protease inhibitor
OPPBIMDH_05364	CDS	2484				hypothetical protein
OPPBIMDH_05365	CDS	1560	ent-cdps	5.5.1.13		Ent-copalyl diphosphate synthase
OPPBIMDH_05366	CDS	876		4.2.3.31		Ent-pimara-9(11),15-diene synthase
OPPBIMDH_05367	CDS	1386	ptlI	1.14.15.32	COG2124	Pentalenene oxygenase
OPPBIMDH_05368	CDS	249				putative protein
OPPBIMDH_05369	CDS	930				hypothetical protein
OPPBIMDH_05370	CDS	645	gph_11	3.1.3.18		Phosphoglycolate phosphatase
OPPBIMDH_05371	CDS	846	ramA_2	3.5.1.100		(R)-stereoselective amidase
OPPBIMDH_05372	CDS	573				HTH-type transcriptional repressor
OPPBIMDH_05373	CDS	921				hypothetical protein
OPPBIMDH_05374	CDS	819				hypothetical protein
OPPBIMDH_05375	CDS	447				hypothetical protein
OPPBIMDH_05376	CDS	762	gdhI	1.1.1.47	COG1028	Glucose 1-dehydrogenase 1
OPPBIMDH_05377	CDS	621	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
OPPBIMDH_05378	CDS	1995			COG1132	putative ABC transporter ATP-binding protein
OPPBIMDH_05379	CDS	768	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
OPPBIMDH_05380	CDS	228				hypothetical protein
OPPBIMDH_05381	CDS	636				hypothetical protein
OPPBIMDH_05382	CDS	1608	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
OPPBIMDH_05383	CDS	915				hypothetical protein
OPPBIMDH_05384	CDS	1212				hypothetical protein
OPPBIMDH_05385	CDS	657				hypothetical protein
OPPBIMDH_05386	CDS	672				hypothetical protein
OPPBIMDH_05387	CDS	438				hypothetical protein
OPPBIMDH_05388	CDS	474	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
OPPBIMDH_05389	CDS	1305	csd_2	2.8.1.7	COG0520	putative cysteine desulfurase
OPPBIMDH_05390	CDS	774	sufC		COG0396	Vegetative protein 296
OPPBIMDH_05391	CDS	345	carAc			Ferredoxin CarAc
OPPBIMDH_05392	CDS	1143				hypothetical protein
OPPBIMDH_05393	CDS	1431				hypothetical protein
OPPBIMDH_05394	CDS	777				hypothetical protein
OPPBIMDH_05395	CDS	945	ctaA	1.3.-.-		Heme A synthase
OPPBIMDH_05396	CDS	1668				hypothetical protein
OPPBIMDH_05397	CDS	717				hypothetical protein
OPPBIMDH_05398	CDS	507				hypothetical protein
OPPBIMDH_05399	CDS	918	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
OPPBIMDH_05400	CDS	333				hypothetical protein
OPPBIMDH_05401	CDS	954	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
OPPBIMDH_05402	CDS	2139	tkt	2.2.1.1	COG0021	Transketolase
OPPBIMDH_05403	CDS	1179	tal_4	2.2.1.2	COG0176	Transaldolase
OPPBIMDH_05404	CDS	1569				hypothetical protein
OPPBIMDH_05405	CDS	1515	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
OPPBIMDH_05406	CDS	1017				hypothetical protein
OPPBIMDH_05407	CDS	771	pgl_2	3.1.1.31	COG0363	6-phosphogluconolactonase
OPPBIMDH_05408	CDS	345	rbpA_2			RNA polymerase-binding protein RbpA
OPPBIMDH_05409	CDS	153	secG		COG1314	putative protein-export membrane protein SecG
OPPBIMDH_05410	CDS	138				hypothetical protein
OPPBIMDH_05411	CDS	1953	uvrC		COG0322	UvrABC system protein C
OPPBIMDH_05412	CDS	489				hypothetical protein
OPPBIMDH_05413	CDS	2943	uvrA_3		COG0178	UvrABC system protein A
OPPBIMDH_05414	CDS	1080	rsgA_2	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
OPPBIMDH_05415	CDS	717				hypothetical protein
OPPBIMDH_05416	CDS	672	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OPPBIMDH_05417	CDS	609				hypothetical protein
OPPBIMDH_05418	CDS	687				hypothetical protein
OPPBIMDH_05419	CDS	204	scoF		COG1278	Cold shock protein ScoF
OPPBIMDH_05420	CDS	1275	entS_6			Enterobactin exporter EntS
OPPBIMDH_05421	CDS	576				hypothetical protein
OPPBIMDH_05422	CDS	909				hypothetical protein
OPPBIMDH_05423	CDS	1650	cocE	3.1.1.84		Cocaine esterase
OPPBIMDH_05424	CDS	573				hypothetical protein
OPPBIMDH_05425	CDS	2127	apeX_2		COG2409	Apo-petrobactin exporter
OPPBIMDH_05426	CDS	678				hypothetical protein
OPPBIMDH_05427	CDS	144				hypothetical protein
OPPBIMDH_05428	CDS	1500				hypothetical protein
OPPBIMDH_05429	CDS	1869	typA		COG1217	GTP-binding protein TypA/BipA
OPPBIMDH_05430	CDS	666	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OPPBIMDH_05431	CDS	861				hypothetical protein
OPPBIMDH_05432	CDS	798				hypothetical protein
OPPBIMDH_05433	CDS	1098	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OPPBIMDH_05434	CDS	1116				hypothetical protein
OPPBIMDH_05435	CDS	999			COG0861	putative membrane protein
OPPBIMDH_05436	CDS	294				hypothetical protein
OPPBIMDH_05437	CDS	900				hypothetical protein
OPPBIMDH_05438	CDS	369				hypothetical protein
OPPBIMDH_05439	CDS	837				hypothetical protein
OPPBIMDH_05440	CDS	2106	uvrB		COG0556	UvrABC system protein B
OPPBIMDH_05441	CDS	1425				hypothetical protein
OPPBIMDH_05442	CDS	1179	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OPPBIMDH_05443	CDS	1485	rpsA_2		COG0539	30S ribosomal protein S1
OPPBIMDH_05444	CDS	789	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OPPBIMDH_05445	CDS	219				hypothetical protein
OPPBIMDH_05446	CDS	348				hypothetical protein
OPPBIMDH_05447	CDS	867				hypothetical protein
OPPBIMDH_05448	CDS	750	dauE_2	1.1.1.362		Aklaviketone reductase DauE
OPPBIMDH_05449	CDS	375				hypothetical protein
OPPBIMDH_05450	CDS	2730	polA	2.7.7.7	COG0258	DNA polymerase I
OPPBIMDH_05451	CDS	810	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
OPPBIMDH_05452	CDS	987				hypothetical protein
OPPBIMDH_05453	CDS	906	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
OPPBIMDH_05454	CDS	711	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OPPBIMDH_05455	CDS	846	lptB_4	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OPPBIMDH_05456	CDS	1140				hypothetical protein
OPPBIMDH_05457	CDS	951	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OPPBIMDH_05458	CDS	1161	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
OPPBIMDH_05459	CDS	1218				hypothetical protein
OPPBIMDH_05460	CDS	621	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
OPPBIMDH_05461	tRNA	78				tRNA-Leu(caa)
OPPBIMDH_05462	CDS	672				hypothetical protein
OPPBIMDH_05463	CDS	1176	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
OPPBIMDH_05464	CDS	480	lrp_3		COG1522	Leucine-responsive regulatory protein
OPPBIMDH_05465	CDS	996				hypothetical protein
OPPBIMDH_05466	CDS	2271				hypothetical protein
OPPBIMDH_05467	CDS	1086				hypothetical protein
OPPBIMDH_05468	CDS	471			COG1959	Putative HTH-type transcriptional regulator
OPPBIMDH_05469	CDS	879	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OPPBIMDH_05470	CDS	1449	pyk	2.7.1.40	COG0469	Pyruvate kinase
OPPBIMDH_05471	CDS	366				hypothetical protein
OPPBIMDH_05472	CDS	867	pdxI_3	1.1.1.65		Pyridoxine 4-dehydrogenase
OPPBIMDH_05473	CDS	1593	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
OPPBIMDH_05474	CDS	804	estB	3.1.1.3		Extracellular esterase EstB
OPPBIMDH_05475	CDS	264				hypothetical protein
OPPBIMDH_05476	CDS	780				hypothetical protein
OPPBIMDH_05477	CDS	2517				hypothetical protein
OPPBIMDH_05478	CDS	1413				hypothetical protein
OPPBIMDH_05479	CDS	231	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OPPBIMDH_05480	CDS	129				hypothetical protein
OPPBIMDH_05481	CDS	324				hypothetical protein
OPPBIMDH_05482	CDS	594				hypothetical protein
OPPBIMDH_05483	CDS	1461	bmr3_6			Multidrug resistance protein 3
OPPBIMDH_05484	CDS	2679				hypothetical protein
OPPBIMDH_05485	CDS	786		3.1.1.3		Lipase 1
OPPBIMDH_05486	CDS	1536				hypothetical protein
OPPBIMDH_05487	CDS	1506	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OPPBIMDH_05488	CDS	4668	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
OPPBIMDH_05489	CDS	843				hypothetical protein
OPPBIMDH_05490	CDS	1188	auaG_2	1.14.13.222		Aurachin C monooxygenase/isomerase
OPPBIMDH_05491	CDS	1260	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OPPBIMDH_05492	CDS	360				hypothetical protein
OPPBIMDH_05493	CDS	180				hypothetical protein
OPPBIMDH_05494	CDS	804	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OPPBIMDH_05495	CDS	1227	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OPPBIMDH_05496	CDS	864	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
OPPBIMDH_05497	CDS	276				hypothetical protein
OPPBIMDH_05498	CDS	558				hypothetical protein
OPPBIMDH_05499	CDS	1554	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OPPBIMDH_05500	CDS	1332	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
OPPBIMDH_05501	CDS	390			COG0789	putative HTH-type transcriptional regulator
OPPBIMDH_05502	CDS	723	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OPPBIMDH_05503	CDS	756				hypothetical protein
OPPBIMDH_05504	CDS	597	betI_3			HTH-type transcriptional regulator BetI
OPPBIMDH_05505	CDS	732				hypothetical protein
OPPBIMDH_05506	CDS	609	rpsD_2			30S ribosomal protein S4
OPPBIMDH_05507	CDS	1782	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OPPBIMDH_05508	CDS	1824		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OPPBIMDH_05509	CDS	630				hypothetical protein
OPPBIMDH_05510	CDS	951		4.2.3.98		(+)-T-muurolol synthase ((2E,6E)-farnesyl diphosphate cyclizing)
OPPBIMDH_05511	CDS	1827		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
OPPBIMDH_05512	CDS	1272				hypothetical protein
OPPBIMDH_05513	CDS	1488	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
OPPBIMDH_05514	CDS	636				hypothetical protein
OPPBIMDH_05515	CDS	462				hypothetical protein
OPPBIMDH_05516	CDS	768	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
OPPBIMDH_05517	CDS	1002	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
OPPBIMDH_05518	CDS	426	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
OPPBIMDH_05519	CDS	447	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
OPPBIMDH_05520	CDS	417				hypothetical protein
OPPBIMDH_05521	CDS	729	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
OPPBIMDH_05522	CDS	321				hypothetical protein
OPPBIMDH_05523	CDS	621	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
OPPBIMDH_05524	CDS	168				hypothetical protein
OPPBIMDH_05525	CDS	612	hisB_2	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
OPPBIMDH_05526	CDS	1074	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
OPPBIMDH_05527	CDS	1326	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
OPPBIMDH_05528	CDS	687				hypothetical protein
OPPBIMDH_05529	CDS	882				hypothetical protein
OPPBIMDH_05530	CDS	1614				hypothetical protein
OPPBIMDH_05531	CDS	849				hypothetical protein
OPPBIMDH_05532	CDS	945		5.4.99.-	COG0564	putative RNA pseudouridine synthase
OPPBIMDH_05533	CDS	603	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
OPPBIMDH_05534	CDS	420	dksA_3		COG1734	RNA polymerase-binding transcription factor DksA
OPPBIMDH_05535	CDS	1506	nhaP			K(+)/H(+) antiporter NhaP
OPPBIMDH_05536	CDS	309				hypothetical protein
OPPBIMDH_05537	CDS	873				hypothetical protein
OPPBIMDH_05538	CDS	804			COG3599	Cell wall synthesis protein Wag31
OPPBIMDH_05539	CDS	306				hypothetical protein
OPPBIMDH_05540	CDS	702	sepF			Cell division protein SepF
OPPBIMDH_05541	CDS	747			COG0325	Pyridoxal phosphate homeostasis protein
OPPBIMDH_05542	CDS	1116	ftsZ		COG0206	Cell division protein FtsZ
OPPBIMDH_05543	CDS	819	ftsQ		COG1589	Cell division protein FtsQ
OPPBIMDH_05544	CDS	1482	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OPPBIMDH_05545	CDS	1107	murG_2	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OPPBIMDH_05546	CDS	1503	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OPPBIMDH_05547	CDS	1128	mraY_2	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OPPBIMDH_05548	CDS	1410	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OPPBIMDH_05549	CDS	1524	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OPPBIMDH_05550	CDS	2214	pbpB		COG0768	Penicillin-binding protein PbpB
OPPBIMDH_05551	CDS	582	ftsL_2			Cell division protein FtsL
OPPBIMDH_05552	CDS	1176	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OPPBIMDH_05553	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
OPPBIMDH_05554	CDS	1248	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
OPPBIMDH_05555	CDS	723	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
OPPBIMDH_05556	CDS	720				hypothetical protein
OPPBIMDH_05557	CDS	2841	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OPPBIMDH_05558	CDS	1056				hypothetical protein
OPPBIMDH_05559	CDS	1299				hypothetical protein
OPPBIMDH_05560	CDS	2466				hypothetical protein
OPPBIMDH_05561	CDS	402				hypothetical protein
OPPBIMDH_05562	CDS	1260	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
OPPBIMDH_05563	CDS	1176				hypothetical protein
OPPBIMDH_05564	CDS	732	cmoM_2	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
OPPBIMDH_05565	CDS	180				hypothetical protein
OPPBIMDH_05566	tRNA	80				tRNA-Arg(gcg)
OPPBIMDH_05567	CDS	1674	dinB_2	2.7.7.7		DNA polymerase IV
OPPBIMDH_05568	CDS	762				hypothetical protein
OPPBIMDH_05569	CDS	504				hypothetical protein
OPPBIMDH_05570	CDS	1383	hmp_4	1.14.12.17		Flavohemoprotein
OPPBIMDH_05571	CDS	486				hypothetical protein
OPPBIMDH_05572	CDS	789				hypothetical protein
OPPBIMDH_05573	CDS	489				hypothetical protein
OPPBIMDH_05574	CDS	738	crtA	1.14.15.9		Spheroidene monooxygenase
OPPBIMDH_05575	CDS	555				hypothetical protein
OPPBIMDH_05576	CDS	819				hypothetical protein
OPPBIMDH_05577	CDS	1128	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
OPPBIMDH_05578	CDS	1488	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
OPPBIMDH_05579	CDS	690				hypothetical protein
OPPBIMDH_05580	CDS	918	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OPPBIMDH_05581	CDS	1404				hypothetical protein
OPPBIMDH_05582	CDS	1083				hypothetical protein
OPPBIMDH_05583	CDS	381				DNA-binding protein
OPPBIMDH_05584	CDS	1986	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
OPPBIMDH_05585	CDS	870	nfo	3.1.21.2	COG0648	putative endonuclease 4
OPPBIMDH_05586	CDS	1056	ltaA	4.1.2.49		L-allo-threonine aldolase
OPPBIMDH_05587	CDS	1407	aroG_2	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
OPPBIMDH_05588	CDS	534				hypothetical protein
OPPBIMDH_05589	CDS	1650				hypothetical protein
OPPBIMDH_05590	CDS	489	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
OPPBIMDH_05591	CDS	804		3.1.1.3		Lipase 1
OPPBIMDH_05592	CDS	390				hypothetical protein
OPPBIMDH_05593	CDS	327				hypothetical protein
OPPBIMDH_05594	CDS	1074	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
OPPBIMDH_05595	CDS	363				hypothetical protein
OPPBIMDH_05596	CDS	255				hypothetical protein
OPPBIMDH_05597	CDS	1164				hypothetical protein
OPPBIMDH_05598	CDS	546	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
OPPBIMDH_05599	CDS	870				hypothetical protein
