locus_tag	ftype	length_bp	gene	EC_number	COG	product
ONHDLDEL_08966	CDS	507	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
ONHDLDEL_08967	CDS	258				hypothetical protein
ONHDLDEL_08968	CDS	243				hypothetical protein
ONHDLDEL_08969	CDS	336				hypothetical protein
ONHDLDEL_08970	CDS	99				hypothetical protein
ONHDLDEL_08971	CDS	378	ppsA_1	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
ONHDLDEL_08972	CDS	183				hypothetical protein
ONHDLDEL_08973	CDS	264				hypothetical protein
ONHDLDEL_08974	CDS	1416				hypothetical protein
ONHDLDEL_08975	CDS	369				hypothetical protein
ONHDLDEL_08976	CDS	1092		1.-.-.-		NADH oxidase
ONHDLDEL_08977	CDS	231				hypothetical protein
ONHDLDEL_08978	CDS	1047	cex_1		COG3693	Exoglucanase/xylanase
ONHDLDEL_08979	CDS	165				hypothetical protein
ONHDLDEL_08980	CDS	288				hypothetical protein
ONHDLDEL_08981	CDS	306	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
ONHDLDEL_08982	CDS	1008	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
ONHDLDEL_08983	CDS	93				hypothetical protein
ONHDLDEL_08984	CDS	1584				hypothetical protein
ONHDLDEL_08985	CDS	231				hypothetical protein
ONHDLDEL_08986	CDS	255				hypothetical protein
ONHDLDEL_08987	CDS	177				hypothetical protein
ONHDLDEL_08988	CDS	381	araB_1	2.7.1.16		Ribulokinase
ONHDLDEL_08989	CDS	249				hypothetical protein
ONHDLDEL_08990	CDS	2106	araB_2	2.7.1.16		Ribulokinase
ONHDLDEL_08991	CDS	210				hypothetical protein
ONHDLDEL_08992	CDS	117				hypothetical protein
ONHDLDEL_08993	CDS	384	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
ONHDLDEL_08994	CDS	408	btuD_30	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_08995	CDS	216				hypothetical protein
ONHDLDEL_08996	CDS	459	fruK_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
ONHDLDEL_08997	CDS	234				hypothetical protein
ONHDLDEL_08998	CDS	639	ytfT			Inner membrane ABC transporter permease protein YtfT
ONHDLDEL_08999	CDS	921	yjfF			Inner membrane ABC transporter permease protein YjfF
ONHDLDEL_09000	CDS	360	araA_1	5.3.1.4		L-arabinose isomerase
ONHDLDEL_09001	CDS	225	araA_2	5.3.1.4	COG2160	L-arabinose isomerase
ONHDLDEL_09002	CDS	129	araA_3	5.3.1.4		L-arabinose isomerase
ONHDLDEL_09003	CDS	282	araA_4	5.3.1.4	COG2160	L-arabinose isomerase
ONHDLDEL_09004	CDS	288				hypothetical protein
ONHDLDEL_09005	CDS	942				hypothetical protein
ONHDLDEL_09006	CDS	369				hypothetical protein
ONHDLDEL_09007	CDS	1059	lacI_2		COG1609	Lactose operon repressor
ONHDLDEL_09008	CDS	261				hypothetical protein
ONHDLDEL_09009	CDS	321				hypothetical protein
ONHDLDEL_09010	CDS	216				hypothetical protein
ONHDLDEL_09011	CDS	282		1.11.1.19	COG2837	Dye-decolorizing peroxidase
ONHDLDEL_09012	CDS	468				hypothetical protein
ONHDLDEL_09013	CDS	516				hypothetical protein
ONHDLDEL_09014	CDS	270				hypothetical protein
ONHDLDEL_09015	CDS	528				hypothetical protein
ONHDLDEL_09016	CDS	369				hypothetical protein
ONHDLDEL_09017	CDS	660				hypothetical protein
ONHDLDEL_09018	CDS	432				hypothetical protein
ONHDLDEL_09019	CDS	792				hypothetical protein
ONHDLDEL_09020	CDS	186				hypothetical protein
ONHDLDEL_09021	CDS	204				hypothetical protein
ONHDLDEL_09022	CDS	180				hypothetical protein
ONHDLDEL_09023	CDS	258				hypothetical protein
ONHDLDEL_09024	CDS	390				hypothetical protein
ONHDLDEL_09025	CDS	168				hypothetical protein
ONHDLDEL_09026	CDS	984	accC_4	6.3.4.14	COG0439	Biotin carboxylase
ONHDLDEL_09027	CDS	228				hypothetical protein
ONHDLDEL_09028	CDS	840	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
ONHDLDEL_09029	CDS	402	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
ONHDLDEL_09030	CDS	558	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
ONHDLDEL_09031	CDS	531				hypothetical protein
ONHDLDEL_09032	CDS	156	sodF1_1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
ONHDLDEL_09033	CDS	237	sodF1_2	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
ONHDLDEL_09034	CDS	264				hypothetical protein
ONHDLDEL_09035	CDS	117				hypothetical protein
ONHDLDEL_09036	CDS	96				hypothetical protein
ONHDLDEL_09037	CDS	327				hypothetical protein
ONHDLDEL_09038	CDS	135				hypothetical protein
ONHDLDEL_09039	CDS	324				hypothetical protein
ONHDLDEL_09040	CDS	213				hypothetical protein
ONHDLDEL_09041	CDS	396				hypothetical protein
ONHDLDEL_09042	CDS	198				hypothetical protein
ONHDLDEL_09043	CDS	174				hypothetical protein
ONHDLDEL_09044	CDS	507				hypothetical protein
ONHDLDEL_09045	CDS	210				hypothetical protein
ONHDLDEL_09046	CDS	516				hypothetical protein
ONHDLDEL_09047	CDS	423				hypothetical protein
ONHDLDEL_09048	CDS	228				hypothetical protein
ONHDLDEL_09049	CDS	306				hypothetical protein
ONHDLDEL_09050	CDS	387				hypothetical protein
ONHDLDEL_09051	CDS	615				hypothetical protein
ONHDLDEL_09052	CDS	276				hypothetical protein
ONHDLDEL_09053	CDS	150				hypothetical protein
ONHDLDEL_09054	CDS	150				hypothetical protein
ONHDLDEL_09055	CDS	516				hypothetical protein
ONHDLDEL_09056	CDS	384				hypothetical protein
ONHDLDEL_09057	CDS	993	ngcF_4		COG1175	Diacetylchitobiose uptake system permease protein NgcF
ONHDLDEL_09058	CDS	747				hypothetical protein
ONHDLDEL_09059	CDS	147				hypothetical protein
ONHDLDEL_09060	CDS	1278				hypothetical protein
ONHDLDEL_09061	CDS	201				hypothetical protein
ONHDLDEL_09062	CDS	282				hypothetical protein
ONHDLDEL_09063	CDS	225				hypothetical protein
ONHDLDEL_09064	CDS	192				hypothetical protein
ONHDLDEL_09065	CDS	183				hypothetical protein
ONHDLDEL_09066	CDS	228				hypothetical protein
ONHDLDEL_09067	CDS	1167				hypothetical protein
ONHDLDEL_09068	CDS	117				hypothetical protein
ONHDLDEL_09069	CDS	237				hypothetical protein
ONHDLDEL_09070	CDS	144				hypothetical protein
ONHDLDEL_09071	CDS	483				hypothetical protein
ONHDLDEL_09072	CDS	807				hypothetical protein
ONHDLDEL_09073	CDS	111				hypothetical protein
ONHDLDEL_09074	CDS	192				hypothetical protein
ONHDLDEL_09075	CDS	405				hypothetical protein
ONHDLDEL_09076	CDS	960				hypothetical protein
ONHDLDEL_09077	CDS	774				hypothetical protein
ONHDLDEL_09078	CDS	300				hypothetical protein
ONHDLDEL_09079	CDS	771				hypothetical protein
ONHDLDEL_09080	CDS	516				hypothetical protein
ONHDLDEL_09081	CDS	195				hypothetical protein
ONHDLDEL_09082	CDS	192				hypothetical protein
ONHDLDEL_09083	CDS	225				hypothetical protein
ONHDLDEL_09084	CDS	240				hypothetical protein
ONHDLDEL_09085	CDS	471				hypothetical protein
ONHDLDEL_09086	CDS	1386	mhpA_6	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
ONHDLDEL_09087	CDS	534				hypothetical protein
ONHDLDEL_09088	CDS	969		1.14.-.-	COG2124	Cytochrome P450 107B1
ONHDLDEL_09089	CDS	282				hypothetical protein
ONHDLDEL_09090	CDS	579				hypothetical protein
ONHDLDEL_09091	CDS	105				hypothetical protein
ONHDLDEL_09092	CDS	639	kdpB_5	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
ONHDLDEL_09093	CDS	258				hypothetical protein
ONHDLDEL_09094	CDS	420				hypothetical protein
ONHDLDEL_09095	CDS	141	copB_1	7.2.2.8		Copper-exporting P-type ATPase B
ONHDLDEL_09096	CDS	222	copB_2	7.2.2.8		Copper-exporting P-type ATPase B
ONHDLDEL_09097	CDS	705				hypothetical protein
ONHDLDEL_09098	CDS	336	modA		COG0725	Molybdate-binding protein ModA
ONHDLDEL_09099	CDS	354				hypothetical protein
ONHDLDEL_09100	CDS	225	modB		COG4149	Molybdenum transport system permease protein ModB
ONHDLDEL_09101	CDS	279				hypothetical protein
ONHDLDEL_09102	CDS	447	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
ONHDLDEL_09103	CDS	564				hypothetical protein
ONHDLDEL_09104	CDS	213				hypothetical protein
ONHDLDEL_09105	CDS	1317				hypothetical protein
ONHDLDEL_09106	CDS	657				hypothetical protein
ONHDLDEL_09107	CDS	180				hypothetical protein
ONHDLDEL_09108	CDS	684	ribA	3.5.4.25		GTP cyclohydrolase-2
ONHDLDEL_09109	CDS	402				hypothetical protein
ONHDLDEL_09110	CDS	330				hypothetical protein
ONHDLDEL_09111	CDS	90				hypothetical protein
ONHDLDEL_09112	CDS	777				hypothetical protein
ONHDLDEL_09113	CDS	243				hypothetical protein
ONHDLDEL_09114	CDS	156				hypothetical protein
ONHDLDEL_09115	CDS	90				hypothetical protein
ONHDLDEL_09116	CDS	276	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
ONHDLDEL_09117	CDS	1188				hypothetical protein
ONHDLDEL_09118	CDS	738	glnQ			Glutamine transport ATP-binding protein GlnQ
ONHDLDEL_09119	CDS	777	artQ		COG0765	Arginine transport system permease protein ArtQ
ONHDLDEL_09120	CDS	207				hypothetical protein
ONHDLDEL_09121	CDS	249				hypothetical protein
ONHDLDEL_09122	CDS	126				hypothetical protein
ONHDLDEL_09123	CDS	372				hypothetical protein
ONHDLDEL_09124	CDS	396				hypothetical protein
ONHDLDEL_09125	CDS	1458				hypothetical protein
ONHDLDEL_09126	CDS	666				hypothetical protein
ONHDLDEL_09127	CDS	159				hypothetical protein
ONHDLDEL_09128	CDS	144				hypothetical protein
ONHDLDEL_09129	CDS	99				hypothetical protein
ONHDLDEL_09130	CDS	102				hypothetical protein
ONHDLDEL_09131	CDS	252				hypothetical protein
ONHDLDEL_09132	CDS	1764	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
ONHDLDEL_09133	CDS	594				hypothetical protein
ONHDLDEL_09134	CDS	675				hypothetical protein
ONHDLDEL_09135	CDS	219				hypothetical protein
ONHDLDEL_09136	CDS	405	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
ONHDLDEL_09137	CDS	576	tas		COG0667	Protein tas
ONHDLDEL_09138	CDS	525	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
ONHDLDEL_09139	CDS	675				hypothetical protein
ONHDLDEL_09140	CDS	378				hypothetical protein
ONHDLDEL_09141	CDS	366	btuD_31	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_09142	CDS	408	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
ONHDLDEL_09143	CDS	648	ssuC_4		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
ONHDLDEL_09144	CDS	318				hypothetical protein
ONHDLDEL_09145	CDS	357	ssuA			Putative aliphatic sulfonates-binding protein
ONHDLDEL_09146	CDS	606	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
ONHDLDEL_09147	CDS	222				hypothetical protein
ONHDLDEL_09148	CDS	1185				hypothetical protein
ONHDLDEL_09149	CDS	1026				hypothetical protein
ONHDLDEL_09150	CDS	258				hypothetical protein
ONHDLDEL_09151	CDS	363				hypothetical protein
ONHDLDEL_09152	CDS	2007				hypothetical protein
ONHDLDEL_09153	CDS	255				hypothetical protein
ONHDLDEL_09154	CDS	162				hypothetical protein
ONHDLDEL_09155	CDS	201				hypothetical protein
ONHDLDEL_09156	CDS	282				hypothetical protein
ONHDLDEL_09157	CDS	213				hypothetical protein
ONHDLDEL_09158	CDS	375				hypothetical protein
ONHDLDEL_09159	CDS	240				hypothetical protein
ONHDLDEL_09160	CDS	618				hypothetical protein
ONHDLDEL_09161	CDS	282				hypothetical protein
ONHDLDEL_09162	CDS	450				hypothetical protein
ONHDLDEL_09163	CDS	351				hypothetical protein
ONHDLDEL_09164	CDS	1140				hypothetical protein
ONHDLDEL_09165	CDS	843				hypothetical protein
ONHDLDEL_09166	CDS	360				hypothetical protein
ONHDLDEL_09167	CDS	159				hypothetical protein
ONHDLDEL_09168	CDS	627				hypothetical protein
ONHDLDEL_09169	CDS	216				hypothetical protein
ONHDLDEL_09170	CDS	612				hypothetical protein
ONHDLDEL_09171	CDS	225				hypothetical protein
ONHDLDEL_09172	CDS	570				hypothetical protein
ONHDLDEL_09173	CDS	330				hypothetical protein
ONHDLDEL_09174	CDS	228	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
ONHDLDEL_09175	CDS	432				hypothetical protein
ONHDLDEL_09176	CDS	339				hypothetical protein
ONHDLDEL_09177	CDS	189				hypothetical protein
ONHDLDEL_09178	CDS	192				hypothetical protein
ONHDLDEL_09179	CDS	405				hypothetical protein
ONHDLDEL_09180	CDS	207				hypothetical protein
ONHDLDEL_09181	CDS	273				hypothetical protein
ONHDLDEL_09182	CDS	333				hypothetical protein
ONHDLDEL_09183	CDS	1119				hypothetical protein
ONHDLDEL_09184	CDS	123				hypothetical protein
ONHDLDEL_09185	CDS	1407				hypothetical protein
ONHDLDEL_09186	CDS	291				hypothetical protein
ONHDLDEL_09187	CDS	333				hypothetical protein
ONHDLDEL_09188	CDS	213				hypothetical protein
ONHDLDEL_09189	CDS	207				hypothetical protein
ONHDLDEL_09190	CDS	777				hypothetical protein
ONHDLDEL_09191	CDS	462	rsbW_2	2.7.11.1		Serine-protein kinase RsbW
ONHDLDEL_09192	CDS	1110				hypothetical protein
ONHDLDEL_09193	CDS	393				hypothetical protein
ONHDLDEL_09194	CDS	138				hypothetical protein
ONHDLDEL_09195	CDS	99				hypothetical protein
ONHDLDEL_09196	CDS	1116				hypothetical protein
ONHDLDEL_09197	CDS	117				hypothetical protein
ONHDLDEL_09198	CDS	606		4.2.1.68	COG4948	L-fuconate dehydratase
ONHDLDEL_09199	CDS	1245	uxaC	5.3.1.12	COG1904	Uronate isomerase
ONHDLDEL_09200	CDS	1320	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
ONHDLDEL_09201	CDS	342				hypothetical protein
ONHDLDEL_09202	CDS	348	cytR_2		COG1609	HTH-type transcriptional repressor CytR
ONHDLDEL_09203	CDS	186				hypothetical protein
ONHDLDEL_09204	CDS	255				hypothetical protein
ONHDLDEL_09205	CDS	360				hypothetical protein
ONHDLDEL_09206	CDS	420	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
ONHDLDEL_09207	CDS	156				hypothetical protein
ONHDLDEL_09208	CDS	279				hypothetical protein
ONHDLDEL_09209	CDS	870	sugB		COG0395	Trehalose transport system permease protein SugB
ONHDLDEL_09210	CDS	1533				hypothetical protein
ONHDLDEL_09211	CDS	942	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
ONHDLDEL_09212	CDS	156				hypothetical protein
ONHDLDEL_09213	CDS	225				hypothetical protein
ONHDLDEL_09214	CDS	765				hypothetical protein
ONHDLDEL_09215	CDS	192				hypothetical protein
ONHDLDEL_09216	CDS	198				hypothetical protein
ONHDLDEL_09217	CDS	174				hypothetical protein
ONHDLDEL_09218	CDS	759				hypothetical protein
ONHDLDEL_09219	CDS	651				hypothetical protein
ONHDLDEL_09220	CDS	1050				hypothetical protein
ONHDLDEL_09221	CDS	228				hypothetical protein
ONHDLDEL_09222	CDS	768				hypothetical protein
ONHDLDEL_09223	CDS	456				hypothetical protein
ONHDLDEL_09224	CDS	156				hypothetical protein
ONHDLDEL_09225	CDS	336				hypothetical protein
ONHDLDEL_09226	CDS	438				hypothetical protein
ONHDLDEL_09227	CDS	411				hypothetical protein
ONHDLDEL_09228	CDS	336				hypothetical protein
ONHDLDEL_09229	CDS	246				hypothetical protein
ONHDLDEL_09230	CDS	543				hypothetical protein
ONHDLDEL_09231	CDS	255				hypothetical protein
ONHDLDEL_09232	CDS	1623				hypothetical protein
ONHDLDEL_09233	CDS	483				hypothetical protein
ONHDLDEL_09234	CDS	384				hypothetical protein
ONHDLDEL_09235	CDS	186				hypothetical protein
ONHDLDEL_09236	CDS	783				hypothetical protein
ONHDLDEL_09237	CDS	357				hypothetical protein
ONHDLDEL_09238	CDS	216				hypothetical protein
ONHDLDEL_09239	CDS	327				hypothetical protein
ONHDLDEL_09240	CDS	360				hypothetical protein
ONHDLDEL_09241	CDS	288				hypothetical protein
ONHDLDEL_09242	CDS	204				hypothetical protein
ONHDLDEL_09243	CDS	180				hypothetical protein
ONHDLDEL_09244	CDS	867	cytR_3		COG1609	HTH-type transcriptional repressor CytR
ONHDLDEL_09245	CDS	855	ybjJ			Inner membrane protein YbjJ
ONHDLDEL_09246	CDS	240				hypothetical protein
ONHDLDEL_09247	CDS	330				hypothetical protein
ONHDLDEL_09248	CDS	351	crcB_1			Putative fluoride ion transporter CrcB
ONHDLDEL_09249	CDS	363	crcB_2			Putative fluoride ion transporter CrcB
ONHDLDEL_09250	CDS	378				hypothetical protein
ONHDLDEL_09251	CDS	270	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ONHDLDEL_09252	CDS	303	paaK_2	6.2.1.30		Phenylacetate-coenzyme A ligase
ONHDLDEL_09253	CDS	363	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
ONHDLDEL_09254	CDS	1503				hypothetical protein
ONHDLDEL_09255	CDS	303				hypothetical protein
ONHDLDEL_09256	CDS	438				hypothetical protein
ONHDLDEL_09257	CDS	162				hypothetical protein
ONHDLDEL_09258	CDS	858				hypothetical protein
ONHDLDEL_09259	CDS	246				hypothetical protein
ONHDLDEL_09260	CDS	372				hypothetical protein
ONHDLDEL_09261	CDS	498				hypothetical protein
ONHDLDEL_09262	CDS	771				hypothetical protein
ONHDLDEL_09263	CDS	447				hypothetical protein
ONHDLDEL_09264	CDS	525				hypothetical protein
ONHDLDEL_09265	CDS	933				hypothetical protein
ONHDLDEL_09266	CDS	1371	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
ONHDLDEL_09267	CDS	102				hypothetical protein
ONHDLDEL_09268	CDS	207				hypothetical protein
ONHDLDEL_09269	CDS	240				hypothetical protein
ONHDLDEL_09270	CDS	792				hypothetical protein
ONHDLDEL_09271	CDS	492				hypothetical protein
ONHDLDEL_09272	CDS	195				hypothetical protein
ONHDLDEL_09273	CDS	195				hypothetical protein
ONHDLDEL_09274	CDS	153				hypothetical protein
ONHDLDEL_09275	CDS	825				hypothetical protein
ONHDLDEL_09276	CDS	735				hypothetical protein
ONHDLDEL_09277	CDS	171				hypothetical protein
ONHDLDEL_09278	CDS	159				hypothetical protein
ONHDLDEL_09279	CDS	171	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
ONHDLDEL_09280	CDS	129				hypothetical protein
ONHDLDEL_09281	CDS	231				hypothetical protein
ONHDLDEL_09282	CDS	450				hypothetical protein
ONHDLDEL_09283	CDS	306				hypothetical protein
ONHDLDEL_09284	CDS	888				hypothetical protein
ONHDLDEL_09285	CDS	561				hypothetical protein
ONHDLDEL_09286	CDS	192				Putative polyketide cyclase
ONHDLDEL_09287	CDS	408				hypothetical protein
ONHDLDEL_09288	CDS	1191		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
ONHDLDEL_09289	CDS	549		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
ONHDLDEL_09290	CDS	495		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
ONHDLDEL_09291	CDS	171				hypothetical protein
ONHDLDEL_09292	CDS	270	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
ONHDLDEL_09293	CDS	183				hypothetical protein
ONHDLDEL_09294	CDS	492	rpoD_2			RNA polymerase sigma factor RpoD
ONHDLDEL_09295	CDS	153				hypothetical protein
ONHDLDEL_09296	CDS	198				hypothetical protein
ONHDLDEL_09297	CDS	216				hypothetical protein
ONHDLDEL_09298	CDS	141				hypothetical protein
ONHDLDEL_09299	CDS	402				hypothetical protein
ONHDLDEL_09300	CDS	291				hypothetical protein
ONHDLDEL_09301	CDS	777	menE_6	6.2.1.26		2-succinylbenzoate--CoA ligase
ONHDLDEL_09302	CDS	204				hypothetical protein
ONHDLDEL_09303	CDS	1671				hypothetical protein
ONHDLDEL_09304	CDS	702	menE_7	6.2.1.26		2-succinylbenzoate--CoA ligase
ONHDLDEL_09305	CDS	669				hypothetical protein
ONHDLDEL_09306	CDS	219				hypothetical protein
ONHDLDEL_09307	CDS	264				hypothetical protein
ONHDLDEL_09308	CDS	669		1.13.11.46		4-hydroxymandelate synthase
ONHDLDEL_09309	CDS	981				hypothetical protein
ONHDLDEL_09310	CDS	453				hypothetical protein
ONHDLDEL_09311	CDS	252				hypothetical protein
ONHDLDEL_09312	CDS	177				hypothetical protein
ONHDLDEL_09313	CDS	522	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
ONHDLDEL_09314	CDS	1041		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
ONHDLDEL_09315	CDS	312				hypothetical protein
ONHDLDEL_09316	CDS	222				hypothetical protein
ONHDLDEL_09317	CDS	771				hypothetical protein
ONHDLDEL_09318	CDS	144				hypothetical protein
ONHDLDEL_09319	CDS	729				hypothetical protein
ONHDLDEL_09320	CDS	330	gph_7	3.1.3.18	COG0546	Phosphoglycolate phosphatase
ONHDLDEL_09321	CDS	117				hypothetical protein
ONHDLDEL_09322	CDS	249				hypothetical protein
ONHDLDEL_09323	CDS	174				hypothetical protein
ONHDLDEL_09324	CDS	1107				hypothetical protein
ONHDLDEL_09325	CDS	210				hypothetical protein
ONHDLDEL_09326	CDS	1134	menE_8	6.2.1.26		2-succinylbenzoate--CoA ligase
ONHDLDEL_09327	CDS	180				hypothetical protein
ONHDLDEL_09328	CDS	474				hypothetical protein
ONHDLDEL_09329	CDS	747				hypothetical protein
ONHDLDEL_09330	CDS	510				hypothetical protein
ONHDLDEL_09331	CDS	561		1.14.-.-		Putative cytochrome P450 140
ONHDLDEL_09332	CDS	969	aes	3.1.1.-		Acetyl esterase
ONHDLDEL_09333	CDS	930	hmo	1.1.3.46		4-hydroxymandelate oxidase
ONHDLDEL_09334	CDS	273	hpgT_1	2.6.1.103		(S)-3,5-dihydroxyphenylglycine transaminase
ONHDLDEL_09335	CDS	567	hpgT_2	2.6.1.103		(S)-3,5-dihydroxyphenylglycine transaminase
ONHDLDEL_09336	CDS	243	hpgT_3	2.6.1.103		(S)-3,5-dihydroxyphenylglycine transaminase
ONHDLDEL_09337	CDS	258				hypothetical protein
ONHDLDEL_09338	CDS	252				hypothetical protein
ONHDLDEL_09339	CDS	444	glyA_4	2.1.2.1	COG0112	Serine hydroxymethyltransferase
ONHDLDEL_09340	CDS	966	glyA_5	2.1.2.1	COG0112	Serine hydroxymethyltransferase
ONHDLDEL_09341	CDS	501				hypothetical protein
ONHDLDEL_09342	CDS	639				hypothetical protein
ONHDLDEL_09343	CDS	909				hypothetical protein
ONHDLDEL_09344	CDS	414	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
ONHDLDEL_09345	CDS	246				hypothetical protein
ONHDLDEL_09346	CDS	363				hypothetical protein
ONHDLDEL_09347	CDS	138				hypothetical protein
ONHDLDEL_09348	CDS	330				hypothetical protein
ONHDLDEL_09349	CDS	90				hypothetical protein
ONHDLDEL_09350	CDS	147				hypothetical protein
ONHDLDEL_09351	CDS	1233				hypothetical protein
ONHDLDEL_09352	CDS	2469				hypothetical protein
ONHDLDEL_09353	CDS	681	yehL_3		COG0714	putative protein YehL
ONHDLDEL_09354	CDS	468				hypothetical protein
ONHDLDEL_09355	CDS	777				hypothetical protein
ONHDLDEL_09356	CDS	2031				hypothetical protein
ONHDLDEL_09357	CDS	1038				hypothetical protein
ONHDLDEL_09358	CDS	174				hypothetical protein
ONHDLDEL_09359	CDS	585				hypothetical protein
ONHDLDEL_09360	CDS	3645	dxs_4	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
ONHDLDEL_09361	CDS	228				hypothetical protein
ONHDLDEL_09362	CDS	795				hypothetical protein
ONHDLDEL_09363	CDS	495	pdhC_3	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
ONHDLDEL_09364	CDS	333				hypothetical protein
ONHDLDEL_09365	CDS	963				hypothetical protein
ONHDLDEL_09366	CDS	555				hypothetical protein
ONHDLDEL_09367	CDS	171				hypothetical protein
ONHDLDEL_09368	CDS	165				hypothetical protein
ONHDLDEL_09369	CDS	252				hypothetical protein
ONHDLDEL_09370	CDS	321				hypothetical protein
ONHDLDEL_09371	CDS	387				hypothetical protein
ONHDLDEL_09372	CDS	264	fkbP	5.2.1.8		FK506-binding protein
ONHDLDEL_09373	CDS	108				hypothetical protein
ONHDLDEL_09374	CDS	165				hypothetical protein
ONHDLDEL_09375	CDS	531				hypothetical protein
ONHDLDEL_09376	CDS	726	IMPDH_5	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ONHDLDEL_09377	CDS	549				hypothetical protein
ONHDLDEL_09378	CDS	387				hypothetical protein
ONHDLDEL_09379	CDS	234				hypothetical protein
ONHDLDEL_09380	CDS	429				hypothetical protein
ONHDLDEL_09381	CDS	864				hypothetical protein
ONHDLDEL_09382	CDS	102				hypothetical protein
ONHDLDEL_09383	CDS	189				hypothetical protein
ONHDLDEL_09384	CDS	570				hypothetical protein
ONHDLDEL_09385	CDS	354	lsr2			Nucleoid-associated protein Lsr2
ONHDLDEL_09386	CDS	1776	lon_1	3.4.21.53	COG0466	Lon protease
ONHDLDEL_09387	CDS	330	lon_2	3.4.21.53	COG0466	Lon protease
ONHDLDEL_09388	CDS	912				hypothetical protein
ONHDLDEL_09389	CDS	1659	cshA_3	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
ONHDLDEL_09390	CDS	258				hypothetical protein
ONHDLDEL_09391	CDS	732				hypothetical protein
ONHDLDEL_09392	CDS	393				hypothetical protein
ONHDLDEL_09393	CDS	645	desR_2		COG2197	Transcriptional regulatory protein DesR
ONHDLDEL_09394	CDS	576				hypothetical protein
ONHDLDEL_09395	CDS	528				hypothetical protein
ONHDLDEL_09396	CDS	414				hypothetical protein
ONHDLDEL_09397	CDS	744				hypothetical protein
ONHDLDEL_09398	CDS	243				hypothetical protein
ONHDLDEL_09399	CDS	183				hypothetical protein
ONHDLDEL_09400	CDS	447				hypothetical protein
ONHDLDEL_09401	CDS	126				hypothetical protein
ONHDLDEL_09402	CDS	240				hypothetical protein
ONHDLDEL_09403	CDS	609				hypothetical protein
ONHDLDEL_09404	CDS	123				hypothetical protein
ONHDLDEL_09405	CDS	849	purF_4	2.4.2.14		Amidophosphoribosyltransferase
ONHDLDEL_09406	CDS	654				hypothetical protein
ONHDLDEL_09407	CDS	966				hypothetical protein
ONHDLDEL_09408	CDS	474				hypothetical protein
ONHDLDEL_09409	CDS	186				hypothetical protein
ONHDLDEL_09410	CDS	615				hypothetical protein
ONHDLDEL_09411	CDS	1308				hypothetical protein
ONHDLDEL_09412	CDS	279				hypothetical protein
ONHDLDEL_09413	CDS	270				hypothetical protein
